Chemin,Nom,Taille,Lignes,Modifié,Type
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/templates_backup_agents_20251023_181404/agents/dashboard.html.aggressive_fix_backup,dashboard.html.aggressive_fix_backup,28194,N/A,2025-10-23T16:16:35,.aggressive_fix_backup
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/templates_backup_agents_20251023_181404/agents/partials/_stats_cards.html,_stats_cards.html,3795,89,2025-10-21T10:41:26,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/templates_backup_agents_20251023_181404/agents/partials/_sidebar_agent.html,_sidebar_agent.html,1491,32,2025-10-22T11:45:49,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/templates_backup_agents_20251023_181404/agents/partials/_quick_actions.html,_quick_actions.html,1792,40,2025-10-21T10:41:26,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correct_redirect.py,correct_redirect.py,3246,92,2025-12-03T10:22:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_membre_soin.py,correction_membre_soin.py,1293,37,2025-11-17T18:16:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_medecin_imports.py,check_medecin_imports.py,4447,147,2025-11-02T15:24:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_champs_corrects.py,test_champs_corrects.py,1503,48,2025-11-28T14:26:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_communication_final.py,correction_communication_final.py,22713,578,2025-12-04T17:06:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final.py,test_final.py,1283,38,2025-11-05T22:24:27,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/clean_pharmacien_views.py,clean_pharmacien_views.py,1661,50,2025-11-02T19:01:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_without_server.py,test_without_server.py,7329,187,2025-12-03T18:26:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_communication.py,test_communication.py,1784,61,2025-12-04T17:07:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/comprehensive_fix_dashboard.py,comprehensive_fix_dashboard.py,1492,48,2025-10-13T19:42:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/show_tree.py,show_tree.py,1621,50,2025-10-01T23:37:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_templates_assureur1.py,analyse_templates_assureur1.py,3563,98,2025-11-28T15:47:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_communication1.py,diagnostic_communication1.py,13905,374,2025-12-02T18:44:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_sync_final.py,diagnostic_sync_final.py,16808,412,2025-11-27T09:33:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/debug_models1.py,debug_models1.py,4292,122,2025-10-27T19:16:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin_realtime_monitor_corrige.py,medecin_realtime_monitor_corrige.py,15774,413,2025-11-02T21:11:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/templatetags/custom_filters.py,custom_filters.py,317,12,2025-11-18T22:33:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/templatetags/math_filters.py,math_filters.py,463,19,2025-11-18T22:33:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/templatetags/assureur_filters.py,assureur_filters.py,517,20,2025-11-14T18:28:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/signals.py,signals.py,1267,33,2025-09-29T19:10:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/migrations/__init__.py,__init__.py,0,1,2025-12-04T23:46:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/migrations/0001_initial.py,0001_initial.py,15270,237,2025-12-05T07:17:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/services.py,services.py,7656,205,2025-11-17T18:16:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/views_selection.py,views_selection.py,2563,70,2025-10-08T15:56:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/diagnostic_complet.py,diagnostic_complet.py,2323,69,2025-11-16T18:15:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/models.py,models.py,19108,641,2025-12-04T22:09:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/management/commands/inspect_assureur.py,inspect_assureur.py,291,8,2025-10-08T11:23:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/management/commands/init_groups.py,init_groups.py,1304,31,2025-10-08T16:34:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/management/commands/nettoyer_bons_expires.py,nettoyer_bons_expires.py,5226,145,2025-09-29T19:10:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/management/commands/init_assureur.py,init_assureur.py,4397,118,2025-09-29T19:10:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/management/commands/statistiques_bons.py,statistiques_bons.py,3890,100,2025-09-29T19:10:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/__init__.py,__init__.py,0,1,2025-09-19T14:57:36,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/apps.py,apps.py,459,14,2025-10-08T16:09:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/forms.py,forms.py,4881,140,2025-12-05T07:17:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/diagnostic.py,diagnostic.py,1493,43,2025-11-16T18:10:20,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/admin.py,admin.py,6635,184,2025-12-04T10:09:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/utils.py,utils.py,1428,43,2025-12-03T16:48:20,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/views_correction.py,views_correction.py,218,10,2025-12-03T10:23:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/static/css/assureur_admin.css,assureur_admin.css,2398,97,2025-09-23T17:23:06,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/templates/assureur/generer_cotisations.html,generer_cotisations.html,0,1,2025-12-03T11:12:51,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/templates/assureur/configuration.html,configuration.html,957,25,2025-12-04T20:05:11,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/tests.py,tests.py,2632,67,2025-11-18T19:59:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/urls.py,urls.py,7834,127,2025-12-06T02:13:18,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/test_urls.py,test_urls.py,2235,52,2025-11-18T19:59:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/views.py,views.py,85939,2147,2025-12-06T07:55:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/assureur/decorators.py,decorators.py,2091,52,2025-12-04T14:58:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/chmod +x fix_identified_issues.py,chmod +x fix_identified_issues.py,0,1,2025-10-08T22:28:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_api_existante.py,analyse_api_existante.py,2419,83,2025-11-05T15:13:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_missing_sync.py,fix_missing_sync.py,2070,57,2025-11-30T23:30:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_system_corrige.py,check_system_corrige.py,1938,58,2025-12-03T19:29:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verificateur_corrections.py,verificateur_corrections.py,1882,57,2025-10-14T22:58:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_assureur2.py,diagnostic_assureur2.py,12603,335,2025-12-06T08:15:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corriger_affichage_details.py,corriger_affichage_details.py,1479,42,2025-11-17T12:52:04,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_template_name.py,check_template_name.py,732,27,2025-12-01T19:37:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_interface_complet.py,test_interface_complet.py,5197,129,2025-11-28T00:33:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_projet1.py,analyse_projet1.py,26908,638,2025-11-19T14:41:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_profil_medecin.py,correction_profil_medecin.py,8954,228,2025-10-31T10:22:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_ordonnance_sync.py,check_ordonnance_sync.py,8031,214,2025-11-30T23:43:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_complet_template.py,diagnostic_complet_template.py,3720,99,2025-11-28T00:51:12,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/dashboard_verifications_cotisations.py,dashboard_verifications_cotisations.py,8777,202,2025-11-30T20:31:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_modele_medecin.py,diagnostic_modele_medecin.py,2042,52,2025-11-27T23:56:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/clear_cache_completely.py,clear_cache_completely.py,6115,173,2025-10-23T18:10:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/migrations/__init__.py,__init__.py,0,1,2025-09-29T09:34:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/models.py,models.py,57,4,2025-09-29T09:34:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/__init__.py,__init__.py,0,1,2025-09-29T09:34:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/apps.py,apps.py,154,7,2025-09-29T09:34:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/forms.py,forms.py,2695,73,2025-09-29T09:45:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/admin.py,admin.py,63,4,2025-09-29T09:34:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/tests.py,tests.py,60,4,2025-09-29T09:34:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/urls.py,urls.py,240,10,2025-09-29T09:45:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/inscription/views.py,views.py,3588,97,2025-09-29T09:45:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_generation_fixed.py,test_generation_fixed.py,2171,78,2025-12-03T17:17:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_liste_ordonnances.py,check_liste_ordonnances.py,1379,46,2025-10-13T19:09:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/debug_models.py,debug_models.py,6428,182,2025-10-07T21:55:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/utils.py,utils.py,11068,320,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_complet_agents.py,test_complet_agents.py,4556,154,2025-12-03T20:13:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_actions_cotisations_20251127_120331.json,rapport_actions_cotisations_20251127_120331.json,935,35,2025-11-27T12:03:31,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/updated_mutuelle_checklist.py,updated_mutuelle_checklist.py,4420,132,2025-10-08T21:43:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/python correction_rapide.py,python correction_rapide.py,1931,62,2025-11-01T12:49:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/find_date_creation_usage.py,find_date_creation_usage.py,1051,27,2025-10-07T12:36:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_django_syntax.py,check_django_syntax.py,1616,49,2025-10-13T19:31:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correctif_groupe_medecin.py,correctif_groupe_medecin.py,3296,99,2025-10-31T11:39:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_post_delete_corrected.py,analyze_post_delete_corrected.py,10274,249,2025-10-25T17:49:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corriger_section_conversations.py,corriger_section_conversations.py,10413,194,2025-11-17T11:25:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/migrations/__init__.py,__init__.py,0,1,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/migrations/0001_initial.py,0001_initial.py,2381,53,2025-12-05T07:17:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/services.py,services.py,6177,158,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/models.py,models.py,1663,44,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/__init__.py,__init__.py,0,1,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/apps.py,apps.py,344,14,2025-11-30T20:58:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ia_detection/admin.py,admin.py,684,18,2025-11-30T20:51:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/complete_agent_fix2.py,complete_agent_fix2.py,6448,174,2025-10-23T16:08:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_templates.py,check_templates.py,8383,213,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/simple_login_test.py,simple_login_test.py,6757,176,2025-10-04T23:47:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/project_doctor.py,project_doctor.py,10941,314,2025-10-17T15:05:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/complete_agents_urls_fix.py,complete_agents_urls_fix.py,7772,214,2025-10-23T17:51:07,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/liste_complete_fichiers.py,liste_complete_fichiers.py,706,20,2025-10-26T12:49:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_dashboard.py,check_dashboard.py,10494,365,2025-10-24T12:05:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyser_mutuelle_core2.py,analyser_mutuelle_core2.py,4580,137,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale2.sh,verification_finale2.sh,1593,63,2025-10-22T15:32:52,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_cotisations_20251127_111551.json,diagnostic_cotisations_20251127_111551.json,1677,49,2025-11-27T11:15:51,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/python scripts/creer_medecin_test.py,creer_medecin_test.py,4741,135,2025-10-26T11:58:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_missing_functions.sh,fix_missing_functions.sh,1440,50,2025-10-28T20:32:28,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/solution_alternative_scoring.py,solution_alternative_scoring.py,6534,180,2025-11-30T21:47:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_syntax_error.py,fix_syntax_error.py,2914,82,2025-11-19T13:09:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/validation_finale.py,validation_finale.py,3451,105,2025-12-03T19:23:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_vue_messagerie_detail.py,diagnostic_vue_messagerie_detail.py,4934,134,2025-11-17T10:30:18,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_settings.py,verification_settings.py,591,19,2025-10-21T11:51:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_connexions.py,test_connexions.py,20638,557,2025-12-06T00:55:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_assureur_boucle.py,diagnostic_assureur_boucle.py,9629,264,2025-11-28T13:40:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creer_modele_cotisation.py,creer_modele_cotisation.py,134,4,2025-11-30T19:37:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_avec_authentification.py,test_avec_authentification.py,3126,99,2025-12-04T08:08:18,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale.py,verification_finale.py,2170,62,2025-10-12T16:48:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/connection_tests_fixed.py,connection_tests_fixed.py,16888,438,2025-11-01T22:42:48,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/mutuelle_core/videos/presentation.webm,presentation.webm,12216497,N/A,2025-11-01T18:44:36,.webm
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/mutuelle_core/videos/presentation.mp4,presentation.mp4,4645494,N/A,2025-11-01T09:25:02,.mp4
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/css/assureur.css,assureur.css,698,40,2025-11-16T17:25:01,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/css/pharmacien.css,pharmacien.css,1044,59,2025-10-07T20:43:57,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/css/style.css,style.css,5766,339,2025-10-05T00:08:39,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/css/logo.css,logo.css,741,37,2025-10-31T15:28:57,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/css/communication.css,communication.css,958,43,2025-10-21T21:56:19,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/css/medecin.css,medecin.css,141,8,2025-09-26T17:03:39,.css
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/images/logo.jpg,logo.jpg,22500,N/A,2025-10-31T14:54:39,.jpg
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/communication-integration.js,communication-integration.js,3018,91,2025-10-22T10:36:29,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/agents/liste_membres.js,liste_membres.js,478,18,2025-10-21T10:41:26,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/agents/creer_bon_soin.js,creer_bon_soin.js,12785,376,2025-10-21T10:41:26,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/agents/verification_cotisation.js,verification_cotisation.js,429,15,2025-10-21T10:41:26,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/messagerie-integration.js,messagerie-integration.js,1800,47,2025-10-27T09:06:33,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/communication/messagerie_avancee.js,messagerie_avancee.js,8864,245,2025-10-21T12:55:32,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/js/app.js,app.js,46,2,2025-09-26T20:17:34,.js
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/static/img/favicon.ico,favicon.ico,20,N/A,2025-11-17T23:43:05,.ico
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_agents_status.py,check_agents_status.py,1980,53,2025-11-05T22:13:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_report.json,diagnostic_report.json,2434,88,2025-12-02T16:06:04,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_correction_finale.sh,verification_correction_finale.sh,1572,53,2025-10-22T16:37:54,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/debug_membre.py,debug_membre.py,2379,57,2025-10-17T11:40:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_video.py fix_video.sh,check_video.py fix_video.sh,6041,174,2025-11-01T19:22:23,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/temp_ordonnance_fix.py,temp_ordonnance_fix.py,1348,40,2025-11-05T19:30:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_cotisations_final2.py,diagnostic_cotisations_final2.py,20530,511,2025-11-27T20:54:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_messagerie.py,test_final_messagerie.py,3386,83,2025-11-17T10:59:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_ordonnance_fix.py,final_ordonnance_fix.py,10246,250,2025-11-30T23:51:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyser_mutuelle_core.py,analyser_mutuelle_core.py,4973,120,2025-10-15T21:10:01,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_nouveau_message_button,fix_nouveau_message_button,14846,N/A,2025-10-26T21:24:18,
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/examine_cotisation_model.py,examine_cotisation_model.py,1784,50,2025-12-04T21:15:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_complet.py,test_final_complet.py,1987,56,2025-11-06T14:41:32,.py
